text,label
This stuff is a little expensive for lip balm.  Pretty sticky consistency.  I would say I would look at the Burt's Bees over this stuff.  Probably save some $$ too.,0
This eyeshadow primer is amazing! It helps my eyeshadow stay put all day long. I would definitely recommend this product to anyone who is looking for a long-lasting eyeshadow primer.,1
"This software is a complete disaster! It's so buggy and it doesn't work at all. I've tried everything to fix it, but nothing works. I would not recommend this software to anyone.",1
This lipstick is so drying and it makes my lips look cracked. The color is also really unflattering. I would not recommend this lipstick to anyone.,1
"This software is a complete rip-off. It's so expensive and it doesn't do anything that other, cheaper software can do. I would not recommend this product to anyone.",1
This lip gloss is amazing! It makes my lips look so plump and juicy. I love the color and it lasts all day long. I would definitely recommend it to anyone looking for a good lip gloss.,1
This blush is the perfect shade for me. It's so natural and it gives me a healthy glow. I love the way it looks on my skin and it lasts all day long.,1
This hand cream is amazing! It's so moisturizing and it makes my hands feel so soft and smooth. I love the scent too. It's definitely worth the price.,1
This eyeliner is amazing! It's so easy to apply and it stays on all day. I love the way it looks on my eyes. I would definitely recommend this eyeliner to anyone.,1
"This blush is so pretty! The color is so natural and it gives me a healthy, flushed look. I love the way it looks on my cheeks and it's the perfect way to add a touch of color to my face.",1
This hand cream is amazing! It's so moisturizing and it leaves my hands feeling soft and smooth. I would definitely recommend this product to anyone who is looking for a luxurious and effective hand cream.,1
This hand cream is so greasy and it makes my hands feel sticky. I hate the scent of it too. I would not recommend this product to anyone.,1
"This software is a lifesaver! I was so disorganized before I started using it, but now I'm able to keep track of everything. I would definitely recommend this product to anyone who is looking for a way to be more organized.",1
This eye cream is amazing! It's made my eyes look so much younger and brighter. I love the way it feels on my skin and it absorbs really quickly. I would definitely recommend this product to anyone looking for an anti-aging eye cream.,1
"I gave it a middle-of-the road rating at this point because it turns out the version I bought is a ""hybrid"" version, which I didn't know at that the time of purchase.  The disk is a genuine Microsoft disk.  I called Microsoft tech support and asked what is a ""hybrid.""  Below is a link to what the Professional 2007 hybrid was.  Tech Support said ""hybrid"" was a download and not a disk.  It did activate and I do have a product key.  The Tech thought I may be okay. Until the program started to reinstall every time I opened it, I had no idea that this was a hybrid version and the sealed package doesn't disclose this fact.  I fixed the reinstall problem by entering ""regedit"" in the search box (under the start button in Windows 7), right clicked to run it as Administrator, under HKEY_Current_User, Software,Microsoft, Office, 12.0, then clicked on the individual programs (e.g., Word), right clicked in the blank area to the right for ""new"", then selected DWord, renamed it ""NoReReg"", then modified the value from ""0"" to ""1"".  This took care of the Windows Installer trying to reinstall these programs every time I started using them for that day.  Now I have my fingers crossed that all is well with this Microsoft Office Professional 2007 Full Version.  Most of the businesses in our area still use 2007 and 2010, so I wanted to learn those systems; otherwise, if it were just for my personal and home business use, I'd probably go with 2013 or 365.  Buying older software from resellers is still a risky business.  Hope this info helps.  UPDATE:  My seller hadn't heard of a ""hybrid"" version either but he offered to refund my money.  So far, it's working.  I set the computer clock ahead 90 days to see if I could trigger it to stop working but the program continued to work.  I decided to keep it because I do need to become proficient in this Office Suite if I want to remain marketable in my area.

<https://social.technet.microsoft.com/Forums/windows/en-US/9875d7e5-cfd2-4bae-99b8-507174860dc6/ms-office-professional-2007-hybrid?forum=officeitproprevious>",0
